model,display_name,video,true_label,score
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0638.avi,0,0.012483784928917885
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_950.mp4,1,0.9636803269386292
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_443.mp4,1,0.9939852952957153
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_533.mp4,1,0.9977893233299255
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0622.avi,0,0.5834771394729614
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0155.avi,0,0.0014793038135394454
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0467.avi,0,0.8652671575546265
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0501.avi,1,0.6414873003959656
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_546.mp4,1,0.9915397763252258
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_122.mp4,0,0.05476232245564461
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0082.avi,1,0.5297648906707764
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_936.mp4,0,0.0037537445314228535
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0253.avi,0,0.19441832602024078
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_117.mp4,0,0.9811505675315857
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0285.avi,1,0.47019878029823303
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0361.avi,0,0.1659979224205017
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0514.avi,1,0.9608389139175415
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_596.mp4,1,0.9926331043243408
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_325.mp4,1,0.9946985840797424
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0480.avi,1,0.7833793759346008
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0148.avi,1,0.988538920879364
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_612.mp4,1,0.9970743656158447
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_885.mp4,1,0.9948335289955139
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_259.mp4,1,0.9942218661308289
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_184.mp4,0,0.00133104610722512
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_483.mp4,1,0.9863171577453613
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_160.mp4,1,0.9931811690330505
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_550.mp4,0,0.8610540628433228
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_958.mp4,1,0.9820827841758728
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_10.mp4,0,0.013650971464812756
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_177.mp4,0,0.02215111255645752
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0773.avi,0,0.8057618141174316
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0063.avi,1,0.8953706622123718
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0358.avi,0,0.22735123336315155
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_189.mp4,0,0.28264564275741577
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_732.mp4,0,0.0020406378898769617
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0675.avi,0,0.22271251678466797
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_588.mp4,0,0.0026599764823913574
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_334.mp4,1,0.9903329014778137
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_416.mp4,0,0.5173196196556091
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0172.avi,1,0.8997556567192078
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0183.avi,0,0.000820246699731797
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0654.avi,0,0.0018649589037522674
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_269.mp4,1,0.9959675073623657
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0221.avi,0,0.13717196881771088
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0345.avi,1,0.868490993976593
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_333.mp4,0,0.8450495600700378
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0242.avi,1,0.9909782409667969
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0018.avi,0,0.6124508380889893
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_647.mp4,0,0.000704584235791117
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_771.mp4,0,0.0005304458318278193
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_990.mp4,0,0.020682571455836296
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_152.mp4,0,0.0007090420695021749
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_790.mp4,0,0.0012923490721732378
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_252.mp4,0,0.0006243795505724847
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0559.avi,1,0.9630829095840454
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_192.mp4,0,0.007995805703103542
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0293.avi,1,0.9042957425117493
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0019.avi,0,0.13040274381637573
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_403.mp4,1,0.9954971671104431
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0013.avi,0,0.4432840347290039
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_790.mp4,1,0.9521842002868652
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_683.mp4,1,0.9916468858718872
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_859.mp4,0,0.0023371530696749687
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_230.mp4,1,0.9988386034965515
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_951.mp4,1,0.9871687889099121
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0471.avi,1,0.9426165223121643
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_249.mp4,1,0.9962766170501709
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0719.avi,1,0.9459198117256165
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_869.avi,0,0.0004070836876053363
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_375.mp4,0,0.0018810423789545894
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0368.avi,1,0.9102084040641785
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_494.mp4,0,0.8609947562217712
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0282.avi,1,0.6932693123817444
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_98.mp4,1,0.9959782958030701
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_40.mp4,0,0.2905227839946747
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0009.avi,1,0.7171890735626221
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0153.avi,0,0.008055275306105614
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0037.avi,0,0.026033952832221985
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_8.mp4,0,0.000389840395655483
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0782.avi,0,0.6439141631126404
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_574.mp4,0,0.9668413996696472
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_226.mp4,0,0.006138232070952654
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0029.avi,0,0.0049124425277113914
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_619.mp4,1,0.997398853302002
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0339.avi,1,0.9349319338798523
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_674.mp4,1,0.9792035818099976
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0017.avi,0,0.5035728216171265
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_605.mp4,0,0.009624912403523922
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0447.avi,1,0.930885374546051
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0130.avi,1,0.9725084900856018
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_841.mp4,1,0.7969329357147217
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_909.avi,0,0.0013177356449887156
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_942.mp4,0,0.010518217459321022
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_238.mp4,0,0.008560317568480968
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_166.mp4,1,0.9942289590835571
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_423.mp4,1,0.9698053002357483
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0362.avi,0,0.03436248376965523
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_208.mp4,0,0.0009288258734159172
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0349.avi,0,0.3341589868068695
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_528.mp4,0,0.010492061264812946
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0655.avi,0,0.1021164059638977
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0624.avi,1,0.04445740208029747
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_608.mp4,0,0.0032266515772789717
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_191.mp4,0,0.0022910272236913443
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_175.mp4,1,0.9969592690467834
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_431.mp4,1,0.9957330822944641
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0068.avi,0,0.0035366590600460768
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_222.mp4,1,0.5923686623573303
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_705.mp4,0,0.0005030264728702605
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0001.avi,1,0.9742059707641602
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0039.avi,0,0.0008632660028524697
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_348.mp4,1,0.9907270073890686
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_907.mp4,1,0.9978246092796326
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_404.mp4,0,0.012844815850257874
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0337.avi,0,0.03313126787543297
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0047.avi,0,0.0004856814630329609
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0640.avi,1,0.8776571750640869
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0678.avi,0,0.9820308685302734
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0087.avi,1,0.898779571056366
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0689.avi,0,0.0009206653339788318
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_835.mp4,1,0.9253636002540588
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0201.avi,0,0.04666062816977501
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0214.avi,1,0.8535388112068176
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0023.avi,1,0.9338520765304565
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_385.mp4,0,0.0013354027178138494
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0627.avi,0,0.00479002483189106
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0509.avi,0,0.26014986634254456
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0303.avi,0,0.0019526733085513115
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_910.mp4,1,0.9911542534828186
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_914.mp4,1,0.9982924461364746
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0285.avi,0,0.22932162880897522
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0225.avi,0,0.9808758497238159
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0707.avi,1,0.9920165538787842
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0651.avi,1,0.9695479273796082
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_45.mp4,0,0.007820600643754005
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0142.avi,1,0.9920044541358948
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0235.avi,0,0.010823833756148815
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0667.avi,0,0.10769541561603546
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0608.avi,1,0.9590942859649658
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_900.mp4,1,0.9959784746170044
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0097.avi,1,0.9670523405075073
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0373.avi,0,0.0088803106918931
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_3.mp4,1,0.8614608645439148
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0027.avi,1,0.9918903708457947
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_712.mp4,0,0.0010965879773721099
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_559.mp4,0,0.9729662537574768
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_358.mp4,1,0.9936361312866211
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_674.mp4,0,0.0019199054222553968
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0651.avi,0,0.5578233599662781
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0080.avi,1,0.98578280210495
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_741.mp4,0,0.003690588753670454
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_973.mp4,0,0.0010929357958957553
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0055.avi,1,0.9775106906890869
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0066.avi,1,0.4395938217639923
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_14.mp4,0,0.9903445839881897
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_445.mp4,0,0.001257584197446704
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0439.avi,1,0.850524365901947
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_584.mp4,1,0.9955870509147644
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_26.mp4,0,0.007166597526520491
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_822.mp4,1,0.9964030981063843
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_366.mp4,0,0.02470356784760952
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0449.avi,1,0.9260014295578003
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0105.avi,0,0.0016101511428132653
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_154.mp4,1,0.9960054159164429
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0114.avi,1,0.22576507925987244
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_802.mp4,0,0.002076471922919154
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0200.avi,1,0.8985945582389832
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_165.mp4,1,0.9966417551040649
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_589.mp4,1,0.9655386209487915
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_754.mp4,1,0.9740124344825745
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0576.avi,0,0.018061120063066483
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_293.mp4,1,0.9965119957923889
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_518.mp4,0,0.01869824342429638
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0646.avi,0,0.9520663022994995
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0781.avi,0,0.047425612807273865
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0045.avi,1,0.7870938181877136
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0057.avi,0,0.9389183521270752
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0123.avi,0,0.25973770022392273
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_758.mp4,1,0.980259895324707
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_634.mp4,1,0.49777767062187195
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0171.avi,0,0.14630009233951569
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_671.mp4,0,0.0022043806966394186
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0191.avi,0,0.3505350649356842
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0444.avi,1,0.44774526357650757
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_107.mp4,0,0.006187683902680874
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0219.avi,1,0.9076950550079346
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0522.avi,0,0.9435514211654663
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0642.avi,1,0.4813958704471588
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_924.mp4,1,0.9973667860031128
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_805.mp4,0,0.0011469983728602529
