experiment,video,true_label,score,pred_label
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_739.mp4,0,0.16955523,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_696.mp4,0,0.03693999,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_998.mp4,0,0.05482002,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_858.mp4,1,0.68853050,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_279.mp4,0,0.27167603,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_302.mp4,0,0.28743473,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_570.mp4,0,0.01263545,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_405.mp4,0,0.44110611,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_721.mp4,0,0.56824160,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_510.mp4,0,0.06417570,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_145.mp4,1,0.96563095,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_964.mp4,0,0.08793851,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_961.mp4,0,0.52997100,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_329.mp4,0,0.40004417,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_492.mp4,0,0.01848263,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_694.mp4,1,0.72769427,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_557.mp4,1,0.15260348,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_117.mp4,1,0.23444055,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_447.mp4,1,0.59525287,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_301.mp4,0,0.26326388,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_901.mp4,1,0.91696310,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_341.mp4,0,0.75506949,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_549.mp4,0,0.49325314,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_349.mp4,1,0.83938354,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_455.mp4,1,0.66940719,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_596.mp4,1,0.72169322,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_675.mp4,0,0.08366735,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_963.mp4,1,0.92073321,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_777.mp4,0,0.00622735,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_333.mp4,1,0.62452579,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_865.avi,0,0.01384086,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_326.mp4,1,0.30476740,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_947.mp4,1,0.66639048,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_36.mp4,0,0.58760583,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_440.mp4,1,0.78905344,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_359.mp4,1,0.96325886,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_309.mp4,1,0.24456102,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_458.mp4,1,0.12613535,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_421.mp4,0,0.76193094,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_885.mp4,1,0.96882790,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_736.mp4,0,0.18610868,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_968.mp4,0,0.74308252,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_993.mp4,1,0.65980560,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_888.mp4,1,0.93409038,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_608.mp4,0,0.12434914,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_2.mp4,1,0.02017381,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_989.mp4,1,0.89628667,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_900.mp4,1,0.93409348,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_158.mp4,0,0.07314724,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_666.mp4,0,0.45243061,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_8.mp4,0,0.00959531,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_591.mp4,0,0.22583291,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_507.mp4,1,0.03053101,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_66.mp4,1,0.91515356,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_123.mp4,0,0.10488817,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_713.mp4,1,0.19435534,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_735.mp4,0,0.16621922,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_985.mp4,1,0.67833364,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_731.mp4,0,0.13909128,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_278.mp4,1,0.06484029,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_744.mp4,1,0.64160538,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_708.mp4,0,0.16113049,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_811.mp4,0,0.04005022,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_429.mp4,1,0.81161439,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_65.mp4,0,0.07562813,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_844.mp4,1,0.79982066,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_889.mp4,1,0.77891648,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_674.mp4,1,0.37001732,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_68.mp4,0,0.11052358,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_183.mp4,0,0.03512537,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_970.mp4,1,0.63955915,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_15.mp4,0,0.03303088,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_353.mp4,0,0.12218292,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_547.mp4,1,0.48351285,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_626.mp4,1,0.04827504,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_835.mp4,1,0.15054414,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_451.mp4,1,0.13090441,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_265.mp4,0,0.02136662,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_697.mp4,1,0.62743378,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_603.mp4,1,0.59401119,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_57.mp4,1,0.39470339,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_228.mp4,1,0.68160957,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_977.mp4,1,0.28877157,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_267.mp4,1,0.26068753,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_205.mp4,1,0.27799806,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_128.mp4,0,0.40156248,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_318.mp4,1,0.55960941,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_206.mp4,1,0.71768028,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_694.mp4,0,0.02539644,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_224.mp4,0,0.37322590,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_317.mp4,0,0.05964576,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_372.mp4,1,0.13541512,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_74.mp4,0,0.14253168,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_797.mp4,1,0.88083434,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_142.mp4,0,0.17863703,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_713.mp4,0,0.08093438,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_840.mp4,1,0.18729202,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_372.mp4,0,0.03549865,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_729.mp4,0,0.06118575,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_387.mp4,1,0.53646922,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_905.mp4,1,0.90278363,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_22.mp4,0,0.04853775,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_34.mp4,1,0.77746838,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_352.mp4,0,0.88248813,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_758.mp4,1,0.50665063,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_140.mp4,0,0.57411647,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_632.mp4,0,0.35793775,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_435.mp4,1,0.82795680,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_619.mp4,0,0.30092633,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_910.mp4,1,0.84340584,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_809.mp4,1,0.89605689,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_578.mp4,0,0.10029663,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_355.mp4,1,0.91030979,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_89.mp4,0,0.10704124,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_687.mp4,0,0.07165056,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_101.mp4,1,0.89802432,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_819.mp4,1,0.86159837,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_942.mp4,0,0.51989734,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_454.mp4,0,0.53804862,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_280.mp4,1,0.08631121,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_124.mp4,1,0.71445507,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_753.mp4,1,0.75781161,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_990.mp4,0,0.04588063,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_838.mp4,1,0.52289695,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_109.mp4,0,0.24386042,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_30.mp4,0,0.01664751,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_857.mp4,1,0.97218275,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_524.mp4,1,0.82969970,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_491.mp4,1,0.87806457,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_614.mp4,1,0.80493170,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_402.mp4,1,0.93679577,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_88.mp4,0,0.03091742,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_79.mp4,0,0.02889623,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_259.mp4,1,0.71074295,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_574.mp4,1,0.69115347,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_845.mp4,0,0.09833728,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_25.mp4,1,0.38889360,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_208.mp4,0,0.52380168,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_743.mp4,0,0.56778264,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_664.mp4,0,0.03309588,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_843.mp4,0,0.03532886,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_685.mp4,1,0.38514912,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_743.mp4,1,0.54046524,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_222.mp4,0,0.38233155,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_636.mp4,0,0.58930427,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_515.mp4,1,0.04568986,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_379.mp4,0,0.08250124,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_220.mp4,0,0.58520186,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_288.mp4,0,0.50621337,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_854.mp4,1,0.93409294,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_662.mp4,1,0.44675621,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_783.mp4,1,0.94884473,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_289.mp4,1,0.61349726,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_502.mp4,0,0.42678502,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_414.mp4,1,0.79135954,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_386.mp4,1,0.56028903,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_76.mp4,0,0.06983972,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_229.mp4,1,0.62489748,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_69.mp4,0,0.14672759,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_105.mp4,0,0.77272683,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_481.mp4,1,0.87204748,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_822.mp4,0,0.06460032,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_414.mp4,0,0.46266040,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_59.mp4,0,0.03944896,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_120.mp4,1,0.36148939,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_779.mp4,0,0.04685425,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_988.mp4,1,0.90224540,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_862.mp4,1,0.89564401,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_640.mp4,1,0.35559884,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_525.mp4,1,0.81880873,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_459.mp4,1,0.94953418,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_882.avi,0,0.03717636,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_360.mp4,0,0.21122253,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_301.mp4,1,0.18742383,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_731.mp4,1,0.31799373,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_589.mp4,0,0.04860391,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_457.mp4,0,0.02682647,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_577.mp4,1,0.60352755,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_304.mp4,0,0.63059348,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_903.avi,0,0.23409434,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_712.mp4,0,0.18539929,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_859.mp4,1,0.66725796,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_408.mp4,0,0.42905492,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_196.mp4,1,0.77949768,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_747.mp4,1,0.77584279,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_488.mp4,0,0.08549447,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_784.mp4,0,0.11557485,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_592.mp4,0,0.33088234,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_139.mp4,1,0.70007753,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_860.mp4,0,0.22093043,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_251.mp4,1,0.94760811,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_425.mp4,1,0.29741579,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_709.mp4,0,0.19169676,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_199.mp4,1,0.69691896,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_974.mp4,0,0.86524832,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_320.mp4,0,0.06779166,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_745.mp4,1,0.43757015,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_672.mp4,0,0.08636798,0
