review_id,cluster_id,node_id,split,dataset,relative_path,sha256,original_label,conflict_pair_count,reviewed_label,review_decision,visual_evidence
V079,cluster_0048,test|RWF-2000|train/Fight/rwf_train_fight_0034.avi,test,RWF-2000,train/Fight/rwf_train_fight_0034.avi,31159d5c208dc6684bddf908bdca7b3312835d7f11b0fe3df12bc94bd4cb66a8,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V080,cluster_0048,train|RWF-2000|train/NonFight/rwf_train_nonfight_0038.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0038.avi,be8ac08bebc891fc7d177b803d78b9931d659c655fb9fe0f8a7c4f0084db8249,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V081,cluster_0049,validation|RWF-2000|train/Fight/rwf_train_fight_0110.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0110.avi,8a46038afbf7a1af2f3b5e49fbae15ffb92529c90ee6d03c2d7b6b9f671d4c2b,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V082,cluster_0049,test|RWF-2000|train/Fight/rwf_train_fight_0111.avi,test,RWF-2000,train/Fight/rwf_train_fight_0111.avi,117dcfc78fd70502e7d858104f698c5263a64d35960a9499193f906474d6407a,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V083,cluster_0049,train|RWF-2000|train/NonFight/rwf_train_nonfight_0121.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0121.avi,3918342d6cb32b058161cb9dd4cf8f9a198ac95c2e2fb453bca833a8e56f41fe,0,2,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V084,cluster_0051,test|RWF-2000|train/Fight/rwf_train_fight_0340.avi,test,RWF-2000,train/Fight/rwf_train_fight_0340.avi,43423056770958ae0044121434ab25c4392dd621d25cb2f0d8bc6125ec48698c,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V085,cluster_0051,train|RWF-2000|train/NonFight/rwf_train_nonfight_0378.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0378.avi,c0adbc52710ae5414f999ca863e110775396fbc9d4dd57e05f415b2da213a20b,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V086,cluster_0052,test|RWF-2000|train/Fight/rwf_train_fight_0490.avi,test,RWF-2000,train/Fight/rwf_train_fight_0490.avi,da20ce5f5daf944c1717808bf5dceddb8f83d6fc55c19296d379880d6fbd4a9a,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V087,cluster_0052,train|RWF-2000|train/NonFight/rwf_train_nonfight_0548.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0548.avi,0aa2a0d2b946cd6458666565022743d66d2e69d47121ae8b98a24394bdacf664,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V088,cluster_0052,train|RWF-2000|train/NonFight/rwf_train_nonfight_0550.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0550.avi,d73567224039fdef95b1b6ce42d66f97f8c9942941ea24fde4d5be798186b3d9,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V089,cluster_0056,train|RWF-2000|train/Fight/rwf_train_fight_0016.avi,train,RWF-2000,train/Fight/rwf_train_fight_0016.avi,451210d04956ddd03c629ceb7d95f900ad79e114494f847757a3f70afcfd982f,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V090,cluster_0056,test|RWF-2000|train/NonFight/rwf_train_nonfight_0013.avi,test,RWF-2000,train/NonFight/rwf_train_nonfight_0013.avi,437dd8aa91cd985648a29aa0ff39d38ba17d2f4260bb73cb4f1acf219aee0182,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V091,cluster_0060,validation|RWF-2000|train/Fight/rwf_train_fight_0511.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0511.avi,3800a8b7c24541c25b21a8c9d73001395cc04e321c187debd02cb7014a5d1cca,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V092,cluster_0060,test|RWF-2000|train/NonFight/rwf_train_nonfight_0565.avi,test,RWF-2000,train/NonFight/rwf_train_nonfight_0565.avi,f1bd79a382143677e6f445f57dd658fe1f28455d5c509cc954ce2f6fdecd44f7,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V093,cluster_0060,train|RWF-2000|train/NonFight/rwf_train_nonfight_0566.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0566.avi,fa46843e8d956aba7b81be48641297255e1fb1a150e46cd18759ea6318b2b2f5,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V094,cluster_0061,train|RWF-2000|train/Fight/rwf_train_fight_0581.avi,train,RWF-2000,train/Fight/rwf_train_fight_0581.avi,9242c112bdfe5413c3fe104f9d97f382fc5d56ad24f19b6c75618c2f87ec8450,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V095,cluster_0061,test|RWF-2000|train/NonFight/rwf_train_nonfight_0622.avi,test,RWF-2000,train/NonFight/rwf_train_nonfight_0622.avi,fc92a8e4b2cf7741298beaffd72c1a9e88b2e09bd7095c82f77b0e56358ac979,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V096,cluster_0065,train|RWF-2000|train/Fight/rwf_train_fight_0249.avi,train,RWF-2000,train/Fight/rwf_train_fight_0249.avi,1af2f0cef6f92377a64d8ef2a17e270dbeca98661dcb2b7ad2a342f613766f5f,1,1,0,corrected_to_non_violence,"Hall d'hotel: passants et bagages; aucun coup, contact agressif, poursuite ou menace visible sur 24 instants."
V097,cluster_0065,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0272.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0272.avi,f2a741787ec732b6c2ad442ff023a33959d188051c0dd4f49247bd71a59af45d,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V098,cluster_0066,validation|RWF-2000|train/Fight/rwf_train_fight_0436.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0436.avi,da2c8ed1fba7ab24cb81a7a0e215d17c8d854f97a5f6c359048df3ce1470ce6a,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V099,cluster_0066,train|RWF-2000|train/NonFight/rwf_train_nonfight_0507.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0507.avi,9b354dcbd8d1bfe6bb3db7ebf37a8afe2759b0861ab8839532df069d66fb8724,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V100,cluster_0074,train|RWF-2000|train/Fight/rwf_train_fight_0123.avi,train,RWF-2000,train/Fight/rwf_train_fight_0123.avi,2b8a4a089223ed2cb418a5f893d94f08873bec99edc241bd6844d9c3608780e5,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V101,cluster_0074,test|RWF-2000|train/NonFight/rwf_train_nonfight_0144.avi,test,RWF-2000,train/NonFight/rwf_train_nonfight_0144.avi,0dab4697d3335adf60fe999cf64fe61ff0f7a9fcc1a875f7d62bebfd79600dee,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V102,cluster_0077,test|RWF-2000|train/Fight/rwf_train_fight_0509.avi,test,RWF-2000,train/Fight/rwf_train_fight_0509.avi,7a4b510be52f0d62aa8d1336dcc9c073c2b0b4ec22f0447232acefe698de6574,1,1,0,corrected_to_non_violence,Voiture garee seule pendant tout le clip; aucun individu ni action violente visible sur 24 instants.
V103,cluster_0077,train|RWF-2000|train/NonFight/rwf_train_nonfight_0564.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0564.avi,58d2a07fb8beb4d07a6b353feb639d3ab5e74d6e32f1e3967d7e4669c96b8e45,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V104,cluster_0086,test|RWF-2000|val/Fight/rwf_val_fight_0036.avi,test,RWF-2000,val/Fight/rwf_val_fight_0036.avi,b491cbb681e065ef53288f9a51398e11d7aecfe61999c861938bd91d838a7d90,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V105,cluster_0086,train|RWF-2000|val/NonFight/rwf_val_nonfight_0025.avi,train,RWF-2000,val/NonFight/rwf_val_nonfight_0025.avi,41129a99982cad02d9b0600ec21e73507bfb9c12865257d45d3b1acd7ee72421,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V106,cluster_0094,validation|RWF-2000|train/Fight/rwf_train_fight_0234.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0234.avi,699fc283c996fb33edba232016d4771a97d55a24b9cbf71e8ebcc80619cdee21,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V107,cluster_0094,train|RWF-2000|train/NonFight/rwf_train_nonfight_0254.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0254.avi,c36c285be46dfc1eb438d058fe1b14568e90a3cc6d21ad4836a997976bf137bd,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V108,cluster_0095,train|RWF-2000|train/Fight/rwf_train_fight_0321.avi,train,RWF-2000,train/Fight/rwf_train_fight_0321.avi,b4d8caf75954ba0bfabaf1c3025fa85f9db3545fba5ec4566c6d614228f98138,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V109,cluster_0095,train|RWF-2000|train/Fight/rwf_train_fight_0322.avi,train,RWF-2000,train/Fight/rwf_train_fight_0322.avi,66acc3ce705c6fc3c71918444eba1765c54c81ab939db6a7943bf78fa24e0ef8,1,1,0,corrected_to_non_violence,Fin de scene: les personnes se dispersent et marchent; aucun contact agressif visible dans ce segment sur 24 instants.
V110,cluster_0095,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0342.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0342.avi,75c97eca7042c9c82abbd9f338b21cc3a6a8898d0c38f913ac08727bc7a5a018,0,2,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V111,cluster_0097,train|RWF-2000|train/Fight/rwf_train_fight_0377.avi,train,RWF-2000,train/Fight/rwf_train_fight_0377.avi,abcd077fbaed44bf0086072aed41a99a65d84743404f6083d8a3e41db57d1ecd,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V112,cluster_0097,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0431.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0431.avi,82755e43f8e48adcde56c7512eec6235e882b85e7dd5d0b40934fab8ffb544a8,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V113,cluster_0102,train|RWF-2000|val/Fight/rwf_val_fight_0042.avi,train,RWF-2000,val/Fight/rwf_val_fight_0042.avi,45d12fe47fc75cd30e471df89dfa3ccd84e2ccfff2c10047217067ab4fb69392,1,2,0,corrected_to_non_violence,Parking lointain: des pietons marchent; aucun contact ni geste agressif visible sur 24 instants.
V114,cluster_0102,validation|RWF-2000|val/NonFight/rwf_val_nonfight_0040.avi,validation,RWF-2000,val/NonFight/rwf_val_nonfight_0040.avi,1ed5a53fea0cafff78517810b88c636bf1faa7efe64850ec238c8878433b9e5d,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V115,cluster_0102,validation|RWF-2000|val/NonFight/rwf_val_nonfight_0041.avi,validation,RWF-2000,val/NonFight/rwf_val_nonfight_0041.avi,dbc517113bb5f6b1e9429ea796e26524eebbc2c8f8351f7783cb8d665d1877fe,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V116,cluster_0128,test|RWF-2000|train/Fight/rwf_train_fight_0369.avi,test,RWF-2000,train/Fight/rwf_train_fight_0369.avi,5365369272df4fe6075a8101cf9703ca2e9b8ce1e37e8a84ba23126f8ce72f44,1,1,0,corrected_to_non_violence,"Homme seul pres d'une cloture; aucun adversaire, coup ou action violente visible sur 24 instants."
V117,cluster_0128,train|RWF-2000|train/NonFight/rwf_train_nonfight_0426.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0426.avi,69a0326b00c7a6e7522abfacd68bfae8aa71f0a799ed549f8551801d9d11b3b8,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V118,cluster_0136,test|RWF-2000|train/Fight/rwf_train_fight_0763.avi,test,RWF-2000,train/Fight/rwf_train_fight_0763.avi,d5a67ae596c23fc3a852eed329330244b5289a62e8d5e7a9b7552651b5b5cc63,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V119,cluster_0136,train|RWF-2000|train/NonFight/rwf_train_nonfight_0799.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0799.avi,2dd8ec5524857d8165c7da81c4ac8cefe834c81d499f2e2d74601e4787526392,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V120,cluster_0140,train|RWF-2000|train/Fight/rwf_train_fight_0310.avi,train,RWF-2000,train/Fight/rwf_train_fight_0310.avi,1764f7af1ffdc5138ccc15d62919f6a3b03ef49598bed71a6b2486cddbb4585e,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V121,cluster_0140,test|RWF-2000|train/NonFight/rwf_train_nonfight_0332.avi,test,RWF-2000,train/NonFight/rwf_train_nonfight_0332.avi,c6156b8626a1f6a41fec99386f95c5479efcef6b54cdf3a1ede2b09974267919,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V122,cluster_0142,train|RWF-2000|train/Fight/rwf_train_fight_0463.avi,train,RWF-2000,train/Fight/rwf_train_fight_0463.avi,a2c86509c54cae3a3d8401021f3f4d19ddc324accd47dd3977501630c2b6c1e9,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V123,cluster_0142,test|RWF-2000|train/NonFight/rwf_train_nonfight_0522.avi,test,RWF-2000,train/NonFight/rwf_train_nonfight_0522.avi,9c6e45738cff881a61248585b5634900962220f886b0c15a9524e26788854a71,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V124,cluster_0171,train|RWF-2000|train/Fight/rwf_train_fight_0064.avi,train,RWF-2000,train/Fight/rwf_train_fight_0064.avi,34b641d5e7627f72aa45d7c5aa422566d174d549fdd1882aa55478a2d93e2f8c,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V125,cluster_0171,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0067.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0067.avi,0d7ae34e777fc8d7e33a28c611d17edad5c9e03ac8ea5201908a67e513e58c69,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V126,cluster_0188,train|RWF-2000|val/Fight/rwf_val_fight_0029.avi,train,RWF-2000,val/Fight/rwf_val_fight_0029.avi,04771d703b86a34242255de5b9ff8d246cf5cfaa2ef937cc81d1559fd2cae67e,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V127,cluster_0188,validation|RWF-2000|val/NonFight/rwf_val_nonfight_0023.avi,validation,RWF-2000,val/NonFight/rwf_val_nonfight_0023.avi,657697c4a2fbcf6174fa9b508ab4144cf3dc95333df105fd00c386d83ad3c126,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V128,cluster_0189,train|RWF-2000|val/Fight/rwf_val_fight_0070.avi,train,RWF-2000,val/Fight/rwf_val_fight_0070.avi,d0a272935005a8e36cb1ca9b0429426cffa53f66c100e3c092f74d2ea6d456bc,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V129,cluster_0189,validation|RWF-2000|val/NonFight/rwf_val_nonfight_0072.avi,validation,RWF-2000,val/NonFight/rwf_val_nonfight_0072.avi,7755a37555189eb674bd3e3bae480af8a02961d96e14c0d8d92868450e833dd8,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
