scene_group_id,group_origin,perceptual_cluster_ids,size,label_0_count,label_1_count,old_train_count,old_validation_count,old_test_count,new_split,moved_count
singleton_0190,singleton,,1,1,0,0,1,0,validation,0
singleton_0191,singleton,,1,1,0,1,0,0,train,0
singleton_0192,singleton,,1,1,0,1,0,0,train,0
singleton_0193,singleton,,1,1,0,1,0,0,train,0
singleton_0194,singleton,,1,1,0,1,0,0,train,0
singleton_0195,singleton,,1,1,0,1,0,0,train,0
singleton_0196,singleton,,1,1,0,1,0,0,train,0
singleton_0197,singleton,,1,1,0,1,0,0,train,0
singleton_0198,singleton,,1,1,0,1,0,0,train,0
singleton_0199,singleton,,1,1,0,0,0,1,test,0
singleton_0200,singleton,,1,1,0,1,0,0,train,0
singleton_0201,singleton,,1,1,0,0,0,1,test,0
singleton_0202,singleton,,1,1,0,1,0,0,train,0
singleton_0203,singleton,,1,1,0,1,0,0,train,0
singleton_0204,singleton,,1,1,0,1,0,0,train,0
singleton_0205,singleton,,1,1,0,0,0,1,test,0
singleton_0206,singleton,,1,1,0,1,0,0,train,0
singleton_0207,singleton,,1,1,0,1,0,0,train,0
singleton_0208,singleton,,1,1,0,1,0,0,train,0
singleton_0209,singleton,,1,1,0,1,0,0,train,0
singleton_0210,singleton,,1,1,0,0,0,1,test,0
singleton_0211,singleton,,1,1,0,1,0,0,train,0
singleton_0212,singleton,,1,1,0,0,0,1,test,0
singleton_0213,singleton,,1,1,0,1,0,0,train,0
singleton_0214,singleton,,1,1,0,1,0,0,train,0
singleton_0215,singleton,,1,1,0,0,1,0,validation,0
singleton_0216,singleton,,1,1,0,1,0,0,train,0
singleton_0217,singleton,,1,1,0,0,0,1,test,0
singleton_0218,singleton,,1,1,0,0,1,0,validation,0
singleton_0219,singleton,,1,1,0,1,0,0,train,0
singleton_0220,singleton,,1,1,0,1,0,0,train,0
singleton_0221,singleton,,1,1,0,0,1,0,validation,0
singleton_0222,singleton,,1,1,0,1,0,0,train,0
singleton_0223,singleton,,1,1,0,1,0,0,train,0
singleton_0224,singleton,,1,1,0,0,1,0,validation,0
singleton_0225,singleton,,1,1,0,1,0,0,train,0
singleton_0226,singleton,,1,1,0,1,0,0,train,0
singleton_0227,singleton,,1,1,0,1,0,0,train,0
singleton_0228,singleton,,1,1,0,0,0,1,test,0
singleton_0229,singleton,,1,1,0,1,0,0,train,0
singleton_0230,singleton,,1,1,0,1,0,0,train,0
singleton_0231,singleton,,1,1,0,0,1,0,validation,0
singleton_0232,singleton,,1,1,0,0,1,0,validation,0
singleton_0233,singleton,,1,1,0,1,0,0,train,0
singleton_0234,singleton,,1,1,0,0,1,0,validation,0
singleton_0235,singleton,,1,1,0,0,0,1,test,0
singleton_0236,singleton,,1,1,0,1,0,0,train,0
singleton_0237,singleton,,1,1,0,1,0,0,train,0
singleton_0238,singleton,,1,1,0,0,0,1,test,0
singleton_0239,singleton,,1,1,0,1,0,0,train,0
singleton_0240,singleton,,1,1,0,0,1,0,validation,0
singleton_0241,singleton,,1,1,0,0,0,1,test,0
singleton_0242,singleton,,1,1,0,1,0,0,train,0
singleton_0243,singleton,,1,1,0,1,0,0,train,0
singleton_0244,singleton,,1,1,0,1,0,0,train,0
singleton_0245,singleton,,1,1,0,1,0,0,train,0
singleton_0246,singleton,,1,1,0,1,0,0,train,0
singleton_0247,singleton,,1,1,0,1,0,0,train,0
singleton_0248,singleton,,1,1,0,1,0,0,train,0
singleton_0249,singleton,,1,1,0,0,1,0,validation,0
singleton_0250,singleton,,1,1,0,1,0,0,train,0
singleton_0251,singleton,,1,1,0,1,0,0,train,0
singleton_0252,singleton,,1,1,0,1,0,0,train,0
singleton_0253,singleton,,1,1,0,1,0,0,train,0
singleton_0254,singleton,,1,1,0,0,1,0,validation,0
singleton_0255,singleton,,1,1,0,1,0,0,train,0
singleton_0256,singleton,,1,1,0,1,0,0,train,0
singleton_0257,singleton,,1,1,0,1,0,0,train,0
singleton_0258,singleton,,1,1,0,1,0,0,train,0
singleton_0259,singleton,,1,1,0,0,1,0,validation,0
singleton_0260,singleton,,1,1,0,1,0,0,train,0
singleton_0261,singleton,,1,1,0,0,0,1,test,0
singleton_0262,singleton,,1,1,0,1,0,0,train,0
singleton_0263,singleton,,1,1,0,1,0,0,train,0
singleton_0264,singleton,,1,1,0,1,0,0,train,0
singleton_0265,singleton,,1,1,0,1,0,0,train,0
singleton_0266,singleton,,1,1,0,0,0,1,test,0
singleton_0267,singleton,,1,1,0,1,0,0,train,0
singleton_0268,singleton,,1,1,0,1,0,0,train,0
singleton_0269,singleton,,1,1,0,1,0,0,train,0
singleton_0270,singleton,,1,1,0,1,0,0,train,0
singleton_0271,singleton,,1,1,0,1,0,0,train,0
singleton_0272,singleton,,1,1,0,1,0,0,train,0
singleton_0273,singleton,,1,1,0,0,1,0,validation,0
singleton_0274,singleton,,1,1,0,1,0,0,train,0
singleton_0275,singleton,,1,1,0,0,1,0,validation,0
singleton_0276,singleton,,1,1,0,0,0,1,test,0
singleton_0277,singleton,,1,1,0,1,0,0,train,0
singleton_0278,singleton,,1,1,0,1,0,0,train,0
singleton_0279,singleton,,1,1,0,1,0,0,train,0
singleton_0280,singleton,,1,1,0,1,0,0,train,0
singleton_0281,singleton,,1,1,0,1,0,0,train,0
singleton_0282,singleton,,1,1,0,1,0,0,train,0
singleton_0283,singleton,,1,1,0,1,0,0,train,0
singleton_0284,singleton,,1,1,0,1,0,0,train,0
singleton_0285,singleton,,1,1,0,1,0,0,train,0
singleton_0286,singleton,,1,1,0,1,0,0,train,0
singleton_0287,singleton,,1,1,0,0,1,0,validation,0
singleton_0288,singleton,,1,1,0,1,0,0,train,0
singleton_0289,singleton,,1,1,0,1,0,0,train,0
singleton_0290,singleton,,1,1,0,1,0,0,train,0
singleton_0291,singleton,,1,1,0,1,0,0,train,0
singleton_0292,singleton,,1,1,0,1,0,0,train,0
singleton_0293,singleton,,1,1,0,1,0,0,train,0
singleton_0294,singleton,,1,1,0,1,0,0,train,0
singleton_0295,singleton,,1,1,0,1,0,0,train,0
singleton_0296,singleton,,1,1,0,1,0,0,train,0
singleton_0297,singleton,,1,1,0,1,0,0,train,0
singleton_0298,singleton,,1,1,0,1,0,0,train,0
singleton_0299,singleton,,1,1,0,1,0,0,train,0
singleton_0300,singleton,,1,1,0,1,0,0,train,0
singleton_0301,singleton,,1,1,0,1,0,0,train,0
singleton_0302,singleton,,1,1,0,1,0,0,train,0
singleton_0303,singleton,,1,1,0,1,0,0,train,0
singleton_0304,singleton,,1,1,0,1,0,0,train,0
singleton_0305,singleton,,1,1,0,1,0,0,train,0
singleton_0306,singleton,,1,1,0,1,0,0,train,0
singleton_0307,singleton,,1,1,0,0,0,1,test,0
singleton_0308,singleton,,1,1,0,1,0,0,train,0
singleton_0309,singleton,,1,1,0,1,0,0,train,0
singleton_0310,singleton,,1,1,0,1,0,0,train,0
singleton_0311,singleton,,1,1,0,1,0,0,train,0
singleton_0312,singleton,,1,1,0,1,0,0,train,0
singleton_0313,singleton,,1,1,0,1,0,0,train,0
singleton_0314,singleton,,1,1,0,1,0,0,train,0
singleton_0315,singleton,,1,1,0,1,0,0,train,0
singleton_0316,singleton,,1,1,0,1,0,0,train,0
singleton_0317,singleton,,1,1,0,1,0,0,train,0
singleton_0318,singleton,,1,1,0,1,0,0,train,0
singleton_0319,singleton,,1,1,0,1,0,0,train,0
singleton_0320,singleton,,1,1,0,1,0,0,train,0
singleton_0321,singleton,,1,1,0,0,1,0,validation,0
singleton_0322,singleton,,1,1,0,1,0,0,train,0
singleton_0323,singleton,,1,1,0,0,1,0,validation,0
singleton_0324,singleton,,1,1,0,1,0,0,train,0
singleton_0325,singleton,,1,1,0,0,0,1,test,0
singleton_0326,singleton,,1,1,0,1,0,0,train,0
singleton_0327,singleton,,1,1,0,1,0,0,train,0
singleton_0328,singleton,,1,1,0,0,0,1,test,0
singleton_0329,singleton,,1,1,0,0,1,0,validation,0
singleton_0330,singleton,,1,1,0,1,0,0,train,0
singleton_0331,singleton,,1,1,0,0,1,0,validation,0
singleton_0332,singleton,,1,1,0,1,0,0,train,0
singleton_0333,singleton,,1,1,0,1,0,0,train,0
singleton_0334,singleton,,1,1,0,1,0,0,train,0
singleton_0335,singleton,,1,1,0,1,0,0,train,0
singleton_0336,singleton,,1,1,0,1,0,0,train,0
singleton_0337,singleton,,1,1,0,1,0,0,train,0
singleton_0338,singleton,,1,1,0,1,0,0,train,0
singleton_0339,singleton,,1,1,0,1,0,0,train,0
singleton_0340,singleton,,1,1,0,0,1,0,validation,0
singleton_0341,singleton,,1,1,0,1,0,0,train,0
singleton_0342,singleton,,1,1,0,1,0,0,train,0
singleton_0343,singleton,,1,1,0,1,0,0,train,0
singleton_0344,singleton,,1,1,0,1,0,0,train,0
singleton_0345,singleton,,1,1,0,1,0,0,train,0
singleton_0346,singleton,,1,1,0,1,0,0,train,0
singleton_0347,singleton,,1,1,0,1,0,0,train,0
singleton_0348,singleton,,1,1,0,1,0,0,train,0
singleton_0349,singleton,,1,1,0,0,0,1,test,0
singleton_0350,singleton,,1,1,0,1,0,0,train,0
singleton_0351,singleton,,1,1,0,1,0,0,train,0
singleton_0352,singleton,,1,1,0,1,0,0,train,0
singleton_0353,singleton,,1,1,0,1,0,0,train,0
singleton_0354,singleton,,1,1,0,1,0,0,train,0
singleton_0355,singleton,,1,1,0,0,1,0,validation,0
singleton_0356,singleton,,1,1,0,1,0,0,train,0
singleton_0357,singleton,,1,1,0,1,0,0,train,0
singleton_0358,singleton,,1,1,0,1,0,0,train,0
singleton_0359,singleton,,1,1,0,0,1,0,validation,0
singleton_0360,singleton,,1,1,0,0,1,0,validation,0
singleton_0361,singleton,,1,1,0,1,0,0,train,0
singleton_0362,singleton,,1,1,0,0,1,0,validation,0
singleton_0363,singleton,,1,1,0,1,0,0,train,0
singleton_0364,singleton,,1,1,0,1,0,0,train,0
singleton_0365,singleton,,1,1,0,1,0,0,train,0
singleton_0366,singleton,,1,1,0,1,0,0,train,0
singleton_0367,singleton,,1,1,0,1,0,0,train,0
singleton_0368,singleton,,1,1,0,1,0,0,train,0
singleton_0369,singleton,,1,1,0,1,0,0,train,0
singleton_0370,singleton,,1,1,0,1,0,0,train,0
singleton_0371,singleton,,1,1,0,0,0,1,test,0
singleton_0372,singleton,,1,1,0,1,0,0,train,0
singleton_0373,singleton,,1,1,0,1,0,0,train,0
singleton_0374,singleton,,1,1,0,1,0,0,train,0
singleton_0375,singleton,,1,1,0,0,1,0,validation,0
singleton_0376,singleton,,1,1,0,1,0,0,train,0
singleton_0377,singleton,,1,1,0,1,0,0,train,0
singleton_0378,singleton,,1,1,0,0,1,0,validation,0
singleton_0379,singleton,,1,1,0,1,0,0,train,0
singleton_0380,singleton,,1,1,0,1,0,0,train,0
singleton_0381,singleton,,1,1,0,1,0,0,train,0
singleton_0382,singleton,,1,1,0,1,0,0,train,0
singleton_0383,singleton,,1,1,0,1,0,0,train,0
singleton_0384,singleton,,1,1,0,0,1,0,validation,0
singleton_0385,singleton,,1,1,0,0,1,0,validation,0
singleton_0386,singleton,,1,1,0,1,0,0,train,0
singleton_0387,singleton,,1,1,0,1,0,0,train,0
singleton_0388,singleton,,1,1,0,1,0,0,train,0
singleton_0389,singleton,,1,1,0,1,0,0,train,0
singleton_0390,singleton,,1,1,0,1,0,0,train,0
singleton_0391,singleton,,1,1,0,1,0,0,train,0
singleton_0392,singleton,,1,1,0,1,0,0,train,0
singleton_0393,singleton,,1,1,0,0,0,1,test,0
singleton_0394,singleton,,1,1,0,1,0,0,train,0
singleton_0395,singleton,,1,1,0,1,0,0,train,0
singleton_0396,singleton,,1,1,0,0,1,0,validation,0
singleton_0397,singleton,,1,1,0,1,0,0,train,0
singleton_0398,singleton,,1,1,0,1,0,0,train,0
singleton_0399,singleton,,1,1,0,1,0,0,train,0
singleton_0400,singleton,,1,1,0,1,0,0,train,0
singleton_0401,singleton,,1,1,0,1,0,0,train,0
singleton_0402,singleton,,1,1,0,0,0,1,test,0
singleton_0403,singleton,,1,1,0,1,0,0,train,0
singleton_0404,singleton,,1,1,0,1,0,0,train,0
singleton_0405,singleton,,1,1,0,0,1,0,validation,0
singleton_0406,singleton,,1,1,0,1,0,0,train,0
singleton_0407,singleton,,1,1,0,1,0,0,train,0
singleton_0408,singleton,,1,1,0,1,0,0,train,0
singleton_0409,singleton,,1,1,0,0,0,1,test,0
singleton_0410,singleton,,1,1,0,0,1,0,validation,0
singleton_0411,singleton,,1,1,0,1,0,0,train,0
singleton_0412,singleton,,1,1,0,1,0,0,train,0
singleton_0413,singleton,,1,1,0,1,0,0,train,0
singleton_0414,singleton,,1,1,0,1,0,0,train,0
singleton_0415,singleton,,1,1,0,1,0,0,train,0
singleton_0416,singleton,,1,1,0,1,0,0,train,0
singleton_0417,singleton,,1,1,0,0,0,1,test,0
singleton_0418,singleton,,1,1,0,1,0,0,train,0
singleton_0419,singleton,,1,1,0,0,0,1,test,0
singleton_0420,singleton,,1,1,0,0,1,0,validation,0
singleton_0421,singleton,,1,1,0,1,0,0,train,0
singleton_0422,singleton,,1,1,0,1,0,0,train,0
singleton_0423,singleton,,1,1,0,0,1,0,validation,0
singleton_0424,singleton,,1,1,0,1,0,0,train,0
singleton_0425,singleton,,1,1,0,1,0,0,train,0
singleton_0426,singleton,,1,1,0,1,0,0,train,0
singleton_0427,singleton,,1,1,0,0,0,1,test,0
singleton_0428,singleton,,1,1,0,1,0,0,train,0
singleton_0429,singleton,,1,1,0,0,1,0,validation,0
singleton_0430,singleton,,1,1,0,1,0,0,train,0
singleton_0431,singleton,,1,1,0,1,0,0,train,0
singleton_0432,singleton,,1,1,0,0,0,1,test,0
singleton_0433,singleton,,1,1,0,1,0,0,train,0
singleton_0434,singleton,,1,1,0,0,0,1,test,0
singleton_0435,singleton,,1,1,0,1,0,0,train,0
singleton_0436,singleton,,1,1,0,0,0,1,test,0
singleton_0437,singleton,,1,1,0,0,0,1,test,0
singleton_0438,singleton,,1,1,0,1,0,0,train,0
singleton_0439,singleton,,1,1,0,1,0,0,train,0
singleton_0440,singleton,,1,1,0,0,1,0,validation,0
singleton_0441,singleton,,1,1,0,1,0,0,train,0
singleton_0442,singleton,,1,1,0,1,0,0,train,0
singleton_0443,singleton,,1,1,0,1,0,0,train,0
singleton_0444,singleton,,1,1,0,1,0,0,train,0
singleton_0445,singleton,,1,1,0,1,0,0,train,0
singleton_0446,singleton,,1,1,0,1,0,0,train,0
singleton_0447,singleton,,1,1,0,1,0,0,train,0
singleton_0448,singleton,,1,1,0,0,1,0,validation,0
singleton_0449,singleton,,1,1,0,1,0,0,train,0
singleton_0450,singleton,,1,1,0,0,1,0,validation,0
singleton_0451,singleton,,1,1,0,1,0,0,train,0
singleton_0452,singleton,,1,1,0,0,0,1,test,0
singleton_0453,singleton,,1,1,0,1,0,0,train,0
singleton_0454,singleton,,1,1,0,0,0,1,test,0
singleton_0455,singleton,,1,1,0,0,0,1,test,0
singleton_0456,singleton,,1,1,0,1,0,0,train,0
singleton_0457,singleton,,1,1,0,1,0,0,train,0
singleton_0458,singleton,,1,1,0,1,0,0,train,0
singleton_0459,singleton,,1,1,0,1,0,0,train,0
singleton_0460,singleton,,1,1,0,1,0,0,train,0
singleton_0461,singleton,,1,1,0,1,0,0,train,0
singleton_0462,singleton,,1,1,0,1,0,0,train,0
singleton_0463,singleton,,1,1,0,1,0,0,train,0
singleton_0464,singleton,,1,1,0,0,0,1,test,0
singleton_0465,singleton,,1,1,0,0,0,1,test,0
singleton_0466,singleton,,1,1,0,1,0,0,train,0
singleton_0467,singleton,,1,1,0,0,0,1,test,0
singleton_0468,singleton,,1,1,0,1,0,0,train,0
singleton_0469,singleton,,1,1,0,1,0,0,train,0
singleton_0470,singleton,,1,1,0,1,0,0,train,0
singleton_0471,singleton,,1,1,0,0,1,0,validation,0
singleton_0472,singleton,,1,1,0,1,0,0,train,0
singleton_0473,singleton,,1,1,0,0,1,0,validation,0
singleton_0474,singleton,,1,1,0,0,0,1,test,0
singleton_0475,singleton,,1,1,0,1,0,0,train,0
singleton_0476,singleton,,1,1,0,1,0,0,train,0
singleton_0477,singleton,,1,1,0,1,0,0,train,0
singleton_0478,singleton,,1,1,0,1,0,0,train,0
singleton_0479,singleton,,1,1,0,1,0,0,train,0
singleton_0480,singleton,,1,1,0,1,0,0,train,0
singleton_0481,singleton,,1,1,0,1,0,0,train,0
singleton_0482,singleton,,1,1,0,1,0,0,train,0
singleton_0483,singleton,,1,1,0,0,1,0,validation,0
singleton_0484,singleton,,1,1,0,1,0,0,train,0
singleton_0485,singleton,,1,1,0,1,0,0,train,0
singleton_0486,singleton,,1,1,0,1,0,0,train,0
singleton_0487,singleton,,1,1,0,0,0,1,test,0
singleton_0488,singleton,,1,1,0,1,0,0,train,0
singleton_0489,singleton,,1,1,0,1,0,0,train,0
singleton_0490,singleton,,1,1,0,0,1,0,validation,0
singleton_0491,singleton,,1,1,0,1,0,0,train,0
singleton_0492,singleton,,1,1,0,1,0,0,train,0
singleton_0493,singleton,,1,1,0,1,0,0,train,0
singleton_0494,singleton,,1,1,0,0,0,1,test,0
singleton_0495,singleton,,1,1,0,0,1,0,validation,0
singleton_0496,singleton,,1,1,0,1,0,0,train,0
singleton_0497,singleton,,1,1,0,1,0,0,train,0
singleton_0498,singleton,,1,1,0,1,0,0,train,0
singleton_0499,singleton,,1,1,0,1,0,0,train,0
singleton_0500,singleton,,1,1,0,1,0,0,train,0
singleton_0501,singleton,,1,1,0,0,1,0,validation,0
singleton_0502,singleton,,1,1,0,0,1,0,validation,0
singleton_0503,singleton,,1,1,0,0,1,0,validation,0
singleton_0504,singleton,,1,1,0,1,0,0,train,0
singleton_0505,singleton,,1,1,0,1,0,0,train,0
singleton_0506,singleton,,1,1,0,1,0,0,train,0
singleton_0507,singleton,,1,1,0,1,0,0,train,0
singleton_0508,singleton,,1,1,0,1,0,0,train,0
singleton_0509,singleton,,1,1,0,1,0,0,train,0
singleton_0510,singleton,,1,1,0,1,0,0,train,0
singleton_0511,singleton,,1,1,0,0,1,0,validation,0
singleton_0512,singleton,,1,1,0,1,0,0,train,0
singleton_0513,singleton,,1,1,0,1,0,0,train,0
singleton_0514,singleton,,1,1,0,1,0,0,train,0
singleton_0515,singleton,,1,1,0,0,0,1,test,0
singleton_0516,singleton,,1,1,0,1,0,0,train,0
singleton_0517,singleton,,1,1,0,1,0,0,train,0
singleton_0518,singleton,,1,1,0,0,1,0,validation,0
singleton_0519,singleton,,1,1,0,0,0,1,test,0
singleton_0520,singleton,,1,1,0,0,1,0,validation,0
singleton_0521,singleton,,1,1,0,1,0,0,train,0
singleton_0522,singleton,,1,1,0,0,0,1,test,0
singleton_0523,singleton,,1,1,0,1,0,0,train,0
singleton_0524,singleton,,1,1,0,1,0,0,train,0
singleton_0525,singleton,,1,1,0,1,0,0,train,0
singleton_0526,singleton,,1,1,0,1,0,0,train,0
singleton_0527,singleton,,1,1,0,0,1,0,validation,0
singleton_0528,singleton,,1,1,0,1,0,0,train,0
singleton_0529,singleton,,1,1,0,0,0,1,test,0
singleton_0530,singleton,,1,1,0,1,0,0,train,0
singleton_0531,singleton,,1,1,0,1,0,0,train,0
singleton_0532,singleton,,1,1,0,0,1,0,validation,0
singleton_0533,singleton,,1,1,0,1,0,0,train,0
singleton_0534,singleton,,1,1,0,1,0,0,train,0
singleton_0535,singleton,,1,1,0,1,0,0,train,0
singleton_0536,singleton,,1,1,0,1,0,0,train,0
singleton_0537,singleton,,1,1,0,1,0,0,train,0
singleton_0538,singleton,,1,1,0,1,0,0,train,0
singleton_0539,singleton,,1,1,0,1,0,0,train,0
singleton_0540,singleton,,1,1,0,1,0,0,train,0
singleton_0541,singleton,,1,1,0,0,1,0,validation,0
singleton_0542,singleton,,1,1,0,1,0,0,train,0
singleton_0543,singleton,,1,1,0,1,0,0,train,0
singleton_0544,singleton,,1,1,0,0,1,0,validation,0
singleton_0545,singleton,,1,1,0,1,0,0,train,0
singleton_0546,singleton,,1,1,0,1,0,0,train,0
singleton_0547,singleton,,1,1,0,1,0,0,train,0
singleton_0548,singleton,,1,1,0,0,1,0,validation,0
singleton_0549,singleton,,1,1,0,1,0,0,train,0
singleton_0550,singleton,,1,1,0,1,0,0,train,0
singleton_0551,singleton,,1,1,0,1,0,0,train,0
singleton_0552,singleton,,1,1,0,1,0,0,train,0
singleton_0553,singleton,,1,1,0,1,0,0,train,0
singleton_0554,singleton,,1,1,0,0,0,1,test,0
singleton_0555,singleton,,1,1,0,1,0,0,train,0
singleton_0556,singleton,,1,1,0,0,1,0,validation,0
singleton_0557,singleton,,1,1,0,1,0,0,train,0
singleton_0558,singleton,,1,1,0,1,0,0,train,0
singleton_0559,singleton,,1,1,0,1,0,0,train,0
singleton_0560,singleton,,1,1,0,0,1,0,validation,0
singleton_0561,singleton,,1,1,0,1,0,0,train,0
singleton_0562,singleton,,1,1,0,1,0,0,train,0
singleton_0563,singleton,,1,1,0,1,0,0,train,0
singleton_0564,singleton,,1,1,0,1,0,0,train,0
singleton_0565,singleton,,1,1,0,1,0,0,train,0
singleton_0566,singleton,,1,1,0,1,0,0,train,0
singleton_0567,singleton,,1,1,0,1,0,0,train,0
singleton_0568,singleton,,1,1,0,1,0,0,train,0
singleton_0569,singleton,,1,1,0,1,0,0,train,0
singleton_0570,singleton,,1,1,0,1,0,0,train,0
singleton_0571,singleton,,1,1,0,1,0,0,train,0
singleton_0572,singleton,,1,1,0,1,0,0,train,0
singleton_0573,singleton,,1,1,0,1,0,0,train,0
singleton_0574,singleton,,1,1,0,1,0,0,train,0
singleton_0575,singleton,,1,1,0,1,0,0,train,0
singleton_0576,singleton,,1,1,0,1,0,0,train,0
singleton_0577,singleton,,1,1,0,1,0,0,train,0
singleton_0578,singleton,,1,1,0,1,0,0,train,0
singleton_0579,singleton,,1,1,0,1,0,0,train,0
singleton_0580,singleton,,1,1,0,1,0,0,train,0
singleton_0581,singleton,,1,1,0,1,0,0,train,0
singleton_0582,singleton,,1,1,0,0,0,1,test,0
singleton_0583,singleton,,1,1,0,1,0,0,train,0
singleton_0584,singleton,,1,1,0,1,0,0,train,0
singleton_0585,singleton,,1,1,0,0,1,0,validation,0
singleton_0586,singleton,,1,1,0,0,1,0,validation,0
singleton_0587,singleton,,1,1,0,0,1,0,validation,0
singleton_0588,singleton,,1,1,0,1,0,0,train,0
singleton_0589,singleton,,1,1,0,1,0,0,train,0
singleton_0590,singleton,,1,1,0,1,0,0,train,0
singleton_0591,singleton,,1,1,0,1,0,0,train,0
singleton_0592,singleton,,1,1,0,1,0,0,train,0
singleton_0593,singleton,,1,1,0,1,0,0,train,0
singleton_0594,singleton,,1,1,0,0,1,0,validation,0
singleton_0595,singleton,,1,1,0,1,0,0,train,0
singleton_0596,singleton,,1,1,0,1,0,0,train,0
singleton_0597,singleton,,1,1,0,1,0,0,train,0
singleton_0598,singleton,,1,1,0,1,0,0,train,0
singleton_0599,singleton,,1,1,0,1,0,0,train,0
singleton_0600,singleton,,1,1,0,1,0,0,train,0
singleton_0601,singleton,,1,1,0,1,0,0,train,0
singleton_0602,singleton,,1,1,0,1,0,0,train,0
singleton_0603,singleton,,1,1,0,1,0,0,train,0
singleton_0604,singleton,,1,1,0,1,0,0,train,0
singleton_0605,singleton,,1,1,0,1,0,0,train,0
singleton_0606,singleton,,1,1,0,1,0,0,train,0
singleton_0607,singleton,,1,1,0,1,0,0,train,0
singleton_0608,singleton,,1,1,0,1,0,0,train,0
singleton_0609,singleton,,1,1,0,1,0,0,train,0
singleton_0610,singleton,,1,1,0,0,1,0,validation,0
singleton_0611,singleton,,1,1,0,1,0,0,train,0
singleton_0612,singleton,,1,1,0,1,0,0,train,0
singleton_0613,singleton,,1,1,0,0,0,1,test,0
singleton_0614,singleton,,1,1,0,0,0,1,test,0
singleton_0615,singleton,,1,1,0,1,0,0,train,0
singleton_0616,singleton,,1,1,0,1,0,0,train,0
singleton_0617,singleton,,1,1,0,1,0,0,train,0
singleton_0618,singleton,,1,1,0,1,0,0,train,0
singleton_0619,singleton,,1,1,0,1,0,0,train,0
singleton_0620,singleton,,1,1,0,1,0,0,train,0
singleton_0621,singleton,,1,1,0,1,0,0,train,0
singleton_0622,singleton,,1,1,0,1,0,0,train,0
singleton_0623,singleton,,1,1,0,1,0,0,train,0
singleton_0624,singleton,,1,1,0,1,0,0,train,0
singleton_0625,singleton,,1,1,0,0,1,0,validation,0
singleton_0626,singleton,,1,1,0,1,0,0,train,0
singleton_0627,singleton,,1,1,0,0,0,1,test,0
singleton_0628,singleton,,1,1,0,1,0,0,train,0
singleton_0629,singleton,,1,1,0,1,0,0,train,0
singleton_0630,singleton,,1,1,0,1,0,0,train,0
singleton_0631,singleton,,1,1,0,0,0,1,test,0
singleton_0632,singleton,,1,1,0,1,0,0,train,0
singleton_0633,singleton,,1,1,0,0,0,1,test,0
singleton_0634,singleton,,1,1,0,0,0,1,test,0
singleton_0635,singleton,,1,1,0,0,1,0,validation,0
singleton_0636,singleton,,1,1,0,1,0,0,train,0
singleton_0637,singleton,,1,1,0,1,0,0,train,0
singleton_0638,singleton,,1,1,0,0,0,1,test,0
singleton_0639,singleton,,1,1,0,0,1,0,validation,0
singleton_0640,singleton,,1,1,0,1,0,0,train,0
singleton_0641,singleton,,1,1,0,1,0,0,train,0
singleton_0642,singleton,,1,1,0,1,0,0,train,0
singleton_0643,singleton,,1,1,0,0,0,1,test,0
singleton_0644,singleton,,1,1,0,1,0,0,train,0
singleton_0645,singleton,,1,1,0,1,0,0,train,0
singleton_0646,singleton,,1,1,0,0,0,1,test,0
singleton_0647,singleton,,1,1,0,0,0,1,test,0
singleton_0648,singleton,,1,1,0,1,0,0,train,0
singleton_0649,singleton,,1,1,0,1,0,0,train,0
singleton_0650,singleton,,1,1,0,0,0,1,test,0
singleton_0651,singleton,,1,1,0,1,0,0,train,0
singleton_0652,singleton,,1,1,0,1,0,0,train,0
singleton_0653,singleton,,1,1,0,1,0,0,train,0
singleton_0654,singleton,,1,1,0,1,0,0,train,0
singleton_0655,singleton,,1,1,0,1,0,0,train,0
singleton_0656,singleton,,1,1,0,1,0,0,train,0
singleton_0657,singleton,,1,1,0,1,0,0,train,0
singleton_0658,singleton,,1,1,0,0,1,0,validation,0
singleton_0659,singleton,,1,1,0,0,1,0,validation,0
singleton_0660,singleton,,1,1,0,0,1,0,validation,0
singleton_0661,singleton,,1,1,0,1,0,0,train,0
singleton_0662,singleton,,1,1,0,0,1,0,validation,0
singleton_0663,singleton,,1,1,0,1,0,0,train,0
singleton_0664,singleton,,1,1,0,0,0,1,test,0
singleton_0665,singleton,,1,1,0,0,0,1,test,0
singleton_0666,singleton,,1,1,0,1,0,0,train,0
singleton_0667,singleton,,1,1,0,0,1,0,validation,0
singleton_0668,singleton,,1,1,0,0,1,0,validation,0
singleton_0669,singleton,,1,1,0,1,0,0,train,0
singleton_0670,singleton,,1,1,0,1,0,0,train,0
singleton_0671,singleton,,1,1,0,1,0,0,train,0
singleton_0672,singleton,,1,1,0,1,0,0,train,0
singleton_0673,singleton,,1,1,0,1,0,0,train,0
singleton_0674,singleton,,1,1,0,0,1,0,validation,0
singleton_0675,singleton,,1,1,0,0,1,0,validation,0
singleton_0676,singleton,,1,1,0,1,0,0,train,0
singleton_0677,singleton,,1,1,0,1,0,0,train,0
singleton_0678,singleton,,1,1,0,0,0,1,test,0
singleton_0679,singleton,,1,1,0,1,0,0,train,0
singleton_0680,singleton,,1,1,0,1,0,0,train,0
singleton_0681,singleton,,1,1,0,1,0,0,train,0
singleton_0682,singleton,,1,1,0,1,0,0,train,0
singleton_0683,singleton,,1,1,0,1,0,0,train,0
singleton_0684,singleton,,1,1,0,0,1,0,validation,0
